CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
30075445,MORRIS PARK BAKE SHOP,BRONX,1007,MORRIS PARK AVE,10462,7188924968,Bakery,12/31/2012,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,03/27/2015,Trans Fat / Initial Inspection
30075445,MORRIS PARK BAKE SHOP,BRONX,1007,MORRIS PARK AVE,10462,7188924968,Bakery,05/03/2012,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,03/27/2015,Trans Fat / Second Compliance Inspection
30112340,WENDY'S,BROOKLYN,469       ,FLATBUSH AVENUE                                   ,11225,7182875005,Hamburgers,12/30/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,12/30/2014,03/27/2015,Cycle Inspection / Re-inspection
30112340,WENDY'S,BROOKLYN,469       ,FLATBUSH AVENUE                                   ,11225,7182875005,Hamburgers,12/30/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,12/30/2014,03/27/2015,Cycle Inspection / Re-inspection
30112340,WENDY'S,BROOKLYN,469       ,FLATBUSH AVENUE                                   ,11225,7182875005,Hamburgers,11/13/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,16,,,03/27/2015,Cycle Inspection / Initial Inspection
30112340,WENDY'S,BROOKLYN,469       ,FLATBUSH AVENUE                                   ,11225,7182875005,Hamburgers,11/13/2014,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,16,,,03/27/2015,Cycle Inspection / Initial Inspection
30112340,WENDY'S,BROOKLYN,469       ,FLATBUSH AVENUE                                   ,11225,7182875005,Hamburgers,11/13/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,16,,,03/27/2015,Cycle Inspection / Initial Inspection
30112340,WENDY'S,BROOKLYN,469       ,FLATBUSH AVENUE                                   ,11225,7182875005,Hamburgers,07/01/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,23,B,07/01/2014,03/27/2015,Cycle Inspection / Re-inspection
30112340,WENDY'S,BROOKLYN,469       ,FLATBUSH AVENUE                                   ,11225,7182875005,Hamburgers,07/01/2014,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,23,B,07/01/2014,03/27/2015,Cycle Inspection / Re-inspection
30112340,WENDY'S,BROOKLYN,469       ,FLATBUSH AVENUE                                   ,11225,7182875005,Hamburgers,07/01/2014,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,23,B,07/01/2014,03/27/2015,Cycle Inspection / Re-inspection
30112340,WENDY'S,BROOKLYN,469       ,FLATBUSH AVENUE                                   ,11225,7182875005,Hamburgers,06/05/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,,,03/27/2015,Cycle Inspection / Initial Inspection
30112340,WENDY'S,BROOKLYN,469       ,FLATBUSH AVENUE                                   ,11225,7182875005,Hamburgers,06/05/2014,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13,,,03/27/2015,Cycle Inspection / Initial Inspection
30112340,WENDY'S,BROOKLYN,469       ,FLATBUSH AVENUE                                   ,11225,7182875005,Hamburgers,06/05/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,,,03/27/2015,Cycle Inspection / Initial Inspection
30112340,WENDY'S,BROOKLYN,469       ,FLATBUSH AVENUE                                   ,11225,7182875005,Hamburgers,04/30/2013,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,04/30/2013,03/27/2015,Cycle Inspection / Initial Inspection
30112340,WENDY'S,BROOKLYN,469       ,FLATBUSH AVENUE                                   ,11225,7182875005,Hamburgers,04/30/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,04/30/2013,03/27/2015,Cycle Inspection / Initial Inspection
30112340,WENDY'S,BROOKLYN,469       ,FLATBUSH AVENUE                                   ,11225,7182875005,Hamburgers,05/08/2012,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,05/08/2012,03/27/2015,Cycle Inspection / Initial Inspection
30112340,WENDY'S,BROOKLYN,469       ,FLATBUSH AVENUE                                   ,11225,7182875005,Hamburgers,05/08/2012,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,12,A,05/08/2012,03/27/2015,Cycle Inspection / Initial Inspection
30112340,WENDY'S,BROOKLYN,469       ,FLATBUSH AVENUE                                   ,11225,7182875005,Hamburgers,05/08/2012,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,12,A,05/08/2012,03/27/2015,Cycle Inspection / Initial Inspection
30112340,WENDY'S,BROOKLYN,469       ,FLATBUSH AVENUE                                   ,11225,7182875005,Hamburgers,05/08/2012,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,05/08/2012,03/27/2015,Cycle Inspection / Initial Inspection
30191841,DJ REYNOLDS PUB AND RESTAURANT,MANHATTAN,351,WEST   57 STREET,10019,2122452912,Irish,09/06/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,09/06/2014,03/27/2015,Cycle Inspection / Initial Inspection
30191841,DJ REYNOLDS PUB AND RESTAURANT,MANHATTAN,351,WEST   57 STREET,10019,2122452912,Irish,07/22/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,11,A,07/22/2013,03/27/2015,Cycle Inspection / Initial Inspection
30191841,DJ REYNOLDS PUB AND RESTAURANT,MANHATTAN,351,WEST   57 STREET,10019,2122452912,Irish,07/22/2013,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,07/22/2013,03/27/2015,Cycle Inspection / Initial Inspection
30191841,DJ REYNOLDS PUB AND RESTAURANT,MANHATTAN,351,WEST   57 STREET,10019,2122452912,Irish,07/22/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,07/22/2013,03/27/2015,Cycle Inspection / Initial Inspection
30191841,DJ REYNOLDS PUB AND RESTAURANT,MANHATTAN,351,WEST   57 STREET,10019,2122452912,Irish,07/31/2012,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,07/31/2012,03/27/2015,Cycle Inspection / Initial Inspection
30191841,DJ REYNOLDS PUB AND RESTAURANT,MANHATTAN,351,WEST   57 STREET,10019,2122452912,Irish,07/31/2012,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,07/31/2012,03/27/2015,Cycle Inspection / Initial Inspection
30191841,DJ REYNOLDS PUB AND RESTAURANT,MANHATTAN,351,WEST   57 STREET,10019,2122452912,Irish,07/31/2012,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12,A,07/31/2012,03/27/2015,Cycle Inspection / Initial Inspection
30191841,DJ REYNOLDS PUB AND RESTAURANT,MANHATTAN,351,WEST   57 STREET,10019,2122452912,Irish,12/29/2011,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,12/29/2011,03/27/2015,Cycle Inspection / Re-inspection
30191841,DJ REYNOLDS PUB AND RESTAURANT,MANHATTAN,351,WEST   57 STREET,10019,2122452912,Irish,12/29/2011,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12,A,12/29/2011,03/27/2015,Cycle Inspection / Re-inspection
30191841,DJ REYNOLDS PUB AND RESTAURANT,MANHATTAN,351,WEST   57 STREET,10019,2122452912,Irish,12/15/2011,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,21,,,03/27/2015,Cycle Inspection / Initial Inspection
30191841,DJ REYNOLDS PUB AND RESTAURANT,MANHATTAN,351,WEST   57 STREET,10019,2122452912,Irish,12/15/2011,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,21,,,03/27/2015,Cycle Inspection / Initial Inspection
30191841,DJ REYNOLDS PUB AND RESTAURANT,MANHATTAN,351,WEST   57 STREET,10019,2122452912,Irish,12/15/2011,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,21,,,03/27/2015,Cycle Inspection / Initial Inspection
30191841,DJ REYNOLDS PUB AND RESTAURANT,MANHATTAN,351,WEST   57 STREET,10019,2122452912,Irish,12/15/2011,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,21,,,03/27/2015,Cycle Inspection / Initial Inspection
30191841,DJ REYNOLDS PUB AND RESTAURANT,MANHATTAN,351,WEST   57 STREET,10019,2122452912,Irish,12/15/2011,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21,,,03/27/2015,Cycle Inspection / Initial Inspection
40356018,RIVIERA CATERER,BROOKLYN,2780      ,STILLWELL AVENUE                                  ,11224,7183723031,American ,06/10/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,06/10/2014,03/27/2015,Cycle Inspection / Initial Inspection
40356018,RIVIERA CATERER,BROOKLYN,2780      ,STILLWELL AVENUE                                  ,11224,7183723031,American ,06/05/2013,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,7,A,06/05/2013,03/27/2015,Cycle Inspection / Initial Inspection
40356018,RIVIERA CATERER,BROOKLYN,2780      ,STILLWELL AVENUE                                  ,11224,7183723031,American ,06/05/2013,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,A,06/05/2013,03/27/2015,Cycle Inspection / Initial Inspection
40356018,RIVIERA CATERER,BROOKLYN,2780      ,STILLWELL AVENUE                                  ,11224,7183723031,American ,06/05/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,06/05/2013,03/27/2015,Cycle Inspection / Initial Inspection
40356018,RIVIERA CATERER,BROOKLYN,2780      ,STILLWELL AVENUE                                  ,11224,7183723031,American ,04/13/2012,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,12,A,04/13/2012,03/27/2015,Cycle Inspection / Re-inspection
40356018,RIVIERA CATERER,BROOKLYN,2780      ,STILLWELL AVENUE                                  ,11224,7183723031,American ,04/13/2012,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,12,A,04/13/2012,03/27/2015,Cycle Inspection / Re-inspection
40356018,RIVIERA CATERER,BROOKLYN,2780      ,STILLWELL AVENUE                                  ,11224,7183723031,American ,04/13/2012,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,04/13/2012,03/27/2015,Cycle Inspection / Re-inspection
40356018,RIVIERA CATERER,BROOKLYN,2780      ,STILLWELL AVENUE                                  ,11224,7183723031,American ,02/15/2012,Violations were cited in the following area(s).,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Critical,25,,,03/27/2015,Cycle Inspection / Initial Inspection
40356018,RIVIERA CATERER,BROOKLYN,2780      ,STILLWELL AVENUE                                  ,11224,7183723031,American ,02/15/2012,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,25,,,03/27/2015,Cycle Inspection / Initial Inspection
40356018,RIVIERA CATERER,BROOKLYN,2780      ,STILLWELL AVENUE                                  ,11224,7183723031,American ,02/15/2012,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,25,,,03/27/2015,Cycle Inspection / Initial Inspection
40356018,RIVIERA CATERER,BROOKLYN,2780      ,STILLWELL AVENUE                                  ,11224,7183723031,American ,02/15/2012,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,25,,,03/27/2015,Cycle Inspection / Initial Inspection
40356018,RIVIERA CATERER,BROOKLYN,2780      ,STILLWELL AVENUE                                  ,11224,7183723031,American ,02/15/2012,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,03/27/2015,Trans Fat / Initial Inspection
40356018,RIVIERA CATERER,BROOKLYN,2780      ,STILLWELL AVENUE                                  ,11224,7183723031,American ,10/12/2011,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,10/12/2011,03/27/2015,Cycle Inspection / Re-inspection
40356018,RIVIERA CATERER,BROOKLYN,2780      ,STILLWELL AVENUE                                  ,11224,7183723031,American ,10/12/2011,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,12,A,10/12/2011,03/27/2015,Cycle Inspection / Re-inspection
40356018,RIVIERA CATERER,BROOKLYN,2780      ,STILLWELL AVENUE                                  ,11224,7183723031,American ,10/12/2011,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12,A,10/12/2011,03/27/2015,Cycle Inspection / Re-inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,11/24/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,20,B,11/24/2014,03/27/2015,Cycle Inspection / Re-inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,11/24/2014,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,20,B,11/24/2014,03/27/2015,Cycle Inspection / Re-inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,11/24/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,20,B,11/24/2014,03/27/2015,Cycle Inspection / Re-inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,11/24/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,20,B,11/24/2014,03/27/2015,Cycle Inspection / Re-inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,10/27/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,19,,,03/27/2015,Cycle Inspection / Initial Inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,10/27/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,19,,,03/27/2015,Cycle Inspection / Initial Inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,10/27/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,,,03/27/2015,Cycle Inspection / Initial Inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,10/27/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,,,03/27/2015,Cycle Inspection / Initial Inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,01/29/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,12,,,03/27/2015,Cycle Inspection / Initial Inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,01/29/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,,,03/27/2015,Cycle Inspection / Initial Inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,01/17/2013,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,13,A,01/17/2013,03/27/2015,Cycle Inspection / Initial Inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,01/17/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,01/17/2013,03/27/2015,Cycle Inspection / Initial Inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,08/02/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,08/02/2012,03/27/2015,Cycle Inspection / Re-inspection
